"id_del_pedido","id_del_producto","id_posicion","id_del_cliente","id_dir_cliente","ventas","cantidad","descuento","ganancia","valoracion"
"CU-2021-169775","OFF-EN-10001749-1",3,"CV-19945","DIR-1",29.808,2,0.2,10.8054,1
"SV-2021-135699","OFF-PA-10003001-1",1,"AR-15010","DIR-1",13.36,2,0,6.4128,4
"SV-2021-135699","OFF-PA-10004475-1",2,"AR-15010","DIR-1",109.92,2,0,53.8608,1
"BR-2021-146500","OFF-BI-10002432-1",1,"BA-10735","DIR-6",25.3,5,0,11.891,2
"BR-2021-146500","OFF-ST-10000563-1",2,"BA-10735","DIR-6",95.94,3,0,9.594,1
"BR-2021-143385","TEC-AC-10001635-1",1,"TG-20500","DIR-5",92.52,9,0,18.504,4
"BR-2021-126522","OFF-AR-10004042-1",1,"AB-16765","DIR-3",53.94,3,0,15.6426,1
"GT-2021-165428","OFF-BI-10002949-1",1,"ES-15130","DIR-2",3.648,3,0.8,-6.0192,4
"NI-2021-109855","OFF-BI-10004716-1",1,"DA-16900","DIR-3",23.744,2,0.2,8.3104,4
"GT-2021-165428","OFF-PA-10004100-1",2,"ES-15130","DIR-2",31.104,6,0.2,10.8864,4
"NI-2021-109855","TEC-AC-10002842-1",2,"DA-16900","DIR-3",357,3,0,57.12,2
"MX-2021-157721","FUR-FU-10002116-1",1,"WA-16195","DIR-7",70.71,1,0,4.94969999999999,2
"MX-2021-157721","OFF-AP-10001303-1",2,"WA-16195","DIR-7",19.9,1,0,8.955,1
"NI-2021-138828","OFF-AR-10000658-1",1,"MR-16345","DIR-2",57.75,5,0,16.17,3
"NI-2021-127936","OFF-AR-10002445-1",1,"AP-12565","DIR-3",21.24,3,0,8.0712,5
"CU-2021-152268","OFF-BI-10001359-1",1,"AA-20095","DIR-1",1793.98,2,0,843.1706,1
"NI-2021-138828","OFF-PA-10000349-1",2,"MR-16345","DIR-2",14.94,3,0,7.0218,3
"BR-2021-106971","TEC-AC-10000844-1",1,"TO-11785","DIR-8",475.944,7,0.2,95.1888,3
"BR-2021-151792","TEC-AC-10001606-1",1,"GF-12295","DIR-5",239.976,3,0.2,53.9946,1
"GT-2021-158281","TEC-MA-10002210-1",1,"AV-10525","DIR-1",559.71,3,0.4,-121.2705,4
"GT-2021-120236","OFF-BI-10004099-1",1,"AT-17545","DIR-2",7.68,5,0.8,-11.52,2
"NI-2021-125171","OFF-LA-10001175-1",1,"TL-10390","DIR-2",14.4,5,0,7.056,5
"AR-2021-136861","FUR-FU-10001967-1",1,"AB-18880","DIR-4",31.984,2,0.2,1.999,4
"CO-2021-106572","OFF-ST-10000585-1",1,"KC-18700","DIR-7",264.32,2,0.2,19.824,2
"SV-2021-130449","FUR-FU-10001487-1",1,"HE-21760","DIR-1",41.88,6,0,12.1452,3
"SV-2021-130449","OFF-LA-10001934-1",2,"HE-21760","DIR-1",58.48,8,0,27.4856,3
"MX-2021-117765","FUR-CH-10004698-1",1,"VV-19465","DIR-6",161.96,2,0,45.3488,5
"HN-2021-122882","FUR-FU-10000758-1",1,"SB-20290","DIR-4",42.368,2,0.2,8.4736,1
"MX-2021-131002","FUR-FU-10004270-2",1,"VC-21400","DIR-6",57.69,3,0,23.6529,4
"MX-2021-131002","FUR-FU-10004665-1",2,"VC-21400","DIR-6",821.88,6,0,213.6888,5
"MX-2021-117765","FUR-TA-10001039-1",2,"VV-19465","DIR-6",429.9,5,0,111.774,3
"GT-2021-105165","FUR-TA-10004154-1",1,"RA-20035","DIR-5",200.795,1,0.3,-22.948,5
"GT-2021-105165","OFF-AR-10003179-1",2,"RA-20035","DIR-5",21.864,3,0.2,3.5529,5
"GT-2021-105165","OFF-BI-10000050-1",3,"RA-20035","DIR-5",2.92,2,0.8,-4.818,5
"MX-2021-117765","OFF-BI-10000474-1",3,"VV-19465","DIR-6",32.06,2,0,15.3888,3
"MX-2021-131002","OFF-BI-10000948-1",3,"VC-21400","DIR-6",42.81,3,0,20.1207,4
"CL-2021-126193","OFF-BI-10001249-1",1,"BL-20410","DIR-6",3.828,3,0.8,-6.5076,4
"BR-2021-109918","OFF-BI-10004308-1",1,"IB-17035","DIR-4",83.92,5,0.2,31.47,4
"CL-2021-126193","OFF-BI-10004632-2",2,"BL-20410","DIR-6",304.99,5,0.8,-533.7325,2
"CL-2021-126193","OFF-FA-10000936-1",3,"BL-20410","DIR-6",13.16,5,0.2,4.1125,2
"BR-2021-109918","OFF-PA-10000174-1",2,"IB-17035","DIR-4",20.56,2,0,9.6632,1
"MX-2021-131002","OFF-PA-10000223-1",4,"VC-21400","DIR-6",12.96,2,0,6.2208,5
"HN-2021-122882","OFF-ST-10002344-1",2,"SB-20290","DIR-4",64.784,1,0.2,-14.5764,3
"MX-2021-117765","OFF-ST-10003327-1",4,"VV-19465","DIR-6",19.86,2,0,5.7594,4
"BR-2021-109918","OFF-SU-10004290-1",3,"IB-17035","DIR-4",27.36,4,0,7.3872,3
"GT-2021-105165","TEC-AC-10002718-1",4,"RA-20035","DIR-5",46.688,4,0.2,-2.918,4
"HN-2021-122882","TEC-MA-10004679-1",3,"SB-20290","DIR-4",399.54,4,0.7,-559.356,2
"MX-2021-131002","TEC-PH-10000215-1",5,"VC-21400","DIR-6",104.85,3,0,28.3095,5
"GT-2021-105165","TEC-PH-10000675-1",5,"RA-20035","DIR-5",196.776,3,0.2,14.7582,5
"NI-2021-100006","TEC-PH-10002075-1",1,"LR-13375","DIR-3",377.97,3,0,109.6113,4
"HN-2021-122882","TEC-PH-10003589-1",4,"SB-20290","DIR-4",32.382,3,0.4,4.3176,4
"BR-2021-107818","FUR-CH-10000454-1",1,"GA-17275","DIR-6",975.92,5,0.2,121.99,3
"MX-2021-139892","FUR-CH-10004287-1",1,"MF-11140","DIR-3",1740.06,9,0.3,-24.8580000000002,4
"GT-2021-146283","FUR-CH-10004287-1",1,"PA-16465","DIR-2",966.7,5,0.3,-13.8100000000001,5
"NI-2021-146815","FUR-CH-10004289-1",1,"SM-18955","DIR-5",172.764,2,0.1,13.4372,2
"PE-2021-123127","OFF-AP-10001962-1",1,"JA-20620","DIR-9",16.78,2,0,4.195,3
"MX-2021-139892","OFF-AP-10002518-1",2,"MF-11140","DIR-3",177.98,5,0.8,-453.849,1
"SV-2021-168592","OFF-AP-10004785-1",1,"LG-13390","DIR-4",56.65,5,0,24.3595,2
"BR-2021-107818","OFF-AR-10000380-1",2,"GA-17275","DIR-6",303.84,8,0,91.152,3
"MX-2021-139892","OFF-AR-10002656-1",3,"MF-11140","DIR-3",32.064,6,0.2,6.8136,1
"BR-2021-107818","OFF-AR-10003045-1",3,"GA-17275","DIR-6",5.88,2,0,2.646,3
"NI-2021-146815","OFF-AR-10003469-1",2,"SM-18955","DIR-5",3.52,2,0,1.6896,2
"MX-2021-139892","OFF-AR-10004441-1",4,"MF-11140","DIR-3",9.936,3,0.2,2.7324,2
"SV-2021-140032","OFF-BI-10000822-1",1,"BF-21340","DIR-1",8.608,2,0.2,3.0128,2
"BR-2021-115987","OFF-BI-10001071-1",1,"EG-17020","DIR-4",51.184,4,0.8,-79.3352,5
"VE-2021-128839","OFF-FA-10002280-1",1,"NL-21070","DIR-7",45,9,0,21.6,4
"SV-2021-168592","OFF-FA-10002988-1",2,"LG-13390","DIR-4",4.02,2,0,1.9698,2
"GT-2021-146283","OFF-PA-10000482-1",2,"PA-16465","DIR-2",182.112,6,0.2,61.4628,5
"GT-2021-146283","OFF-PA-10002259-1",3,"PA-16465","DIR-2",17.904,2,0.2,6.2664,5
"BR-2021-107818","OFF-ST-10000736-1",4,"GA-17275","DIR-6",485.88,6,0,19.4352,2
"MX-2021-139892","OFF-ST-10000991-1",5,"MF-11140","DIR-3",275.928,3,0.2,-58.6347,2
"SV-2021-168592","OFF-ST-10002406-1",3,"LG-13390","DIR-4",14.97,1,0,4.1916,2
"BR-2021-163293","TEC-AC-10000023-1",1,"KV-16255","DIR-6",83.88,4,0,30.1968,2
"SV-2021-132500","TEC-AC-10001383-1",1,"EM-14470","DIR-2",49.98,2,0,8.49659999999999,3
"BR-2021-163293","TEC-AC-10004209-1",2,"KV-16255","DIR-6",32.97,3,0,12.8583,2
"VE-2021-128839","TEC-MA-10000029-1",2,"NL-21070","DIR-7",209.97,3,0,90.2871,2
"MX-2021-139892","TEC-MA-10000822-1",6,"MF-11140","DIR-3",8159.952,8,0.4,-1359.992,1
"MX-2021-139892","TEC-PH-10003931-1",7,"MF-11140","DIR-3",143.976,3,0.2,8.99850000000001,2
"MX-2021-126403","FUR-CH-10003761-1",1,"MT-19525","DIR-3",785.88,6,0,212.1876,1
"HN-2021-102869","FUR-FU-10002456-1",1,"AC-17140","DIR-5",17.472,3,0.2,5.0232,3
"CU-2021-131870","FUR-FU-10002501-1",1,"DS-18595","DIR-1",60.672,6,0.2,12.8928,4
"CU-2021-131870","OFF-AR-10000634-1",2,"DS-18595","DIR-1",30.816,9,0.2,2.6964,1
"AR-2021-144407","OFF-LA-10003923-1",1,"DJ-17365","DIR-4",103.6,7,0,51.8,2
"HN-2021-102869","OFF-PA-10000788-1",2,"AC-17140","DIR-5",15.552,3,0.2,5.4432,2
"MX-2021-126403","OFF-PA-10001144-1",2,"MT-19525","DIR-3",166.44,3,0,79.8912,2
"BR-2021-103527","OFF-PA-10001622-1",1,"OP-12220","DIR-9",10.896,3,0.2,3.405,1
"MX-2021-126403","OFF-PA-10004665-1",3,"MT-19525","DIR-3",26.2,2,0,12.838,3
"MX-2021-126403","OFF-ST-10000078-1",4,"MT-19525","DIR-3",1325.85,5,0,238.653,3
"HN-2021-102869","TEC-AC-10002134-1",3,"AC-17140","DIR-5",64.704,6,0.2,-4.8528,4
"BR-2021-115196","TEC-MA-10002073-1",1,"AP-12925","DIR-4",1299.99,2,0.5,-571.9956,5
"HN-2021-102869","TEC-PH-10002549-1",4,"AC-17140","DIR-5",135.516,1,0.4,-31.6204,2
"BR-2021-125731","FUR-CH-10003973-1",1,"AP-12565","DIR-7",1487.04,5,0.2,148.704,1
"BR-2021-113383","FUR-FU-10001986-1",1,"MC-20065","DIR-6",254.9,5,0,76.47,1
"BR-2021-113383","OFF-AP-10004532-1",2,"MC-20065","DIR-6",81.92,4,0,22.1184,4
"HN-2021-138835","OFF-BI-10003314-1",1,"FL-13450","DIR-3",9.64,2,0,4.7236,5
"BR-2021-125731","OFF-EN-10003072-1",2,"AP-12565","DIR-7",21.728,7,0.2,7.6048,2
"MX-2021-126438","OFF-AR-10003338-1",1,"FO-10345","DIR-5",14.88,2,0,3.72,2
"MX-2021-112837","FUR-FU-10004006-1",1,"MC-17125","DIR-2",127.95,3,0,21.7515,1
"NI-2021-116246","FUR-CH-10002024-1",1,"VO-17215","DIR-2",3785.292,6,0.1,420.588,2
"DO-2021-119081","FUR-FU-10003464-1",1,"HV-21385","DIR-1",40.56,2,0,12.9792,3
"BR-2021-138527","OFF-AP-10001469-1",1,"RV-11470","DIR-3",166.84,5,0.2,18.7695,3
"BR-2021-103702","OFF-BI-10002429-1",1,"VB-10885","DIR-4",63.924,7,0.7,-46.8776,3
"GT-2021-150924","OFF-BI-10004040-1",1,"NP-19090","DIR-1",5.18,5,0.8,-8.029,2
"DO-2021-119081","OFF-BI-10004519-1",2,"HV-21385","DIR-1",331.96,2,0,149.382,2
"BR-2021-138527","OFF-PA-10001800-1",2,"RV-11470","DIR-3",10.368,2,0.2,3.6288,2
"DO-2021-119081","OFF-SU-10000157-1",3,"HV-21385","DIR-1",357.93,3,0,7.15860000000001,1
"DO-2021-119081","TEC-AC-10001542-1",4,"HV-21385","DIR-1",57.4,5,0,10.906,2
"BR-2021-138527","TEC-AC-10002399-1",3,"RV-11470","DIR-3",15.216,1,0.2,2.2824,5
"MX-2021-101476","TEC-MA-10000029-1",1,"SD-20485","DIR-4",69.99,1,0,30.0957,1
"BR-2021-113859","FUR-CH-10004698-1",1,"AG-11125","DIR-8",340.116,6,0.3,-9.71759999999998,1
"DO-2021-142769","FUR-FU-10001918-1",1,"CS-19390","DIR-1",14.19,3,0,5.5341,4
"DO-2021-142769","OFF-AP-10004785-1",2,"CS-19390","DIR-1",22.66,2,0,9.7438,5
"NI-2021-145212","OFF-AR-10002833-1",1,"DG-12850","DIR-5",5.46,3,0,1.4742,4
"PA-2021-156216","OFF-BI-10001679-1",1,"EA-14035","DIR-4",18.648,7,0.7,-12.432,5
"MX-2021-126277","OFF-BI-10004022-1",1,"DA-16900","DIR-4",2.502,3,0.7,-2.0016,5
"DO-2021-142769","OFF-FA-10000840-1",3,"CS-19390","DIR-1",5.7,5,0,2.679,3
"DO-2021-142769","OFF-PA-10002923-1",4,"CS-19390","DIR-1",48.94,1,0,24.47,4
"HN-2021-132962","OFF-PA-10003543-1",1,"VA-15535","DIR-1",15.552,3,0.2,5.4432,4
"BR-2021-140039","OFF-ST-10001034-1",1,"LE-18715","DIR-8",79.4,5,0.2,5.95500000000001,4
"DO-2021-142769","OFF-SU-10001574-1",5,"CS-19390","DIR-1",7.3,2,0,2.19,4
"DO-2021-142769","TEC-AC-10000865-1",6,"CS-19390","DIR-1",118,2,0,20.06,5
"DO-2021-142769","TEC-AC-10001606-1",7,"CS-19390","DIR-1",199.98,2,0,75.9924,2
"DO-2021-142769","TEC-AC-10003399-1",8,"CS-19390","DIR-1",144.96,4,0,60.8832,2
"HN-2021-132962","TEC-AC-10004353-1",2,"VA-15535","DIR-1",252,5,0.2,53.55,3
"BR-2021-127635","FUR-FU-10000550-1",1,"RA-20260","DIR-8",9.96,5,0.6,-6.723,3
"BR-2021-159184","FUR-FU-10002878-1",1,"VM-15775","DIR-9",142.4,5,0,52.688,1
"SV-2021-145576","FUR-FU-10004020-1",1,"MC-12775","DIR-2",13.128,3,0.2,3.7743,2
"NI-2021-160766","FUR-TA-10001039-1",1,"AA-13015","DIR-4",464.292,9,0.4,-108.3348,3
"BR-2021-100853","OFF-AP-10000891-1",1,"TA-15400","DIR-10",52.448,2,0.8,-131.12,1
"NI-2021-160766","OFF-AP-10002945-1",2,"AA-13015","DIR-4",601.3,2,0,198.429,5
"SV-2021-145576","OFF-AP-10003914-1",2,"MC-12775","DIR-2",13,5,0.2,1.3,1
"BR-2021-127635","OFF-BI-10001721-1",2,"RA-20260","DIR-8",8.552,2,0.8,-13.6832,1
"BR-2021-159184","OFF-BI-10001890-1",2,"VM-15775","DIR-9",7.16,2,0,3.4368,4
"NI-2021-160766","OFF-EN-10001099-1",3,"AA-13015","DIR-4",68.46,7,0,31.4916,4
"CU-2021-113362","OFF-EN-10003845-1",1,"AL-10960","DIR-1",11.07,3,0,5.0922,1
"BR-2021-127635","OFF-FA-10000053-1",3,"RA-20260","DIR-8",6.048,4,0.2,-1.3608,3
"BR-2021-100853","OFF-LA-10003148-1",2,"TA-15400","DIR-10",20.16,4,0.2,6.552,1
"NI-2021-160766","OFF-PA-10000213-1",4,"AA-13015","DIR-4",44.82,9,0,21.0654,3
"BR-2021-127635","OFF-PA-10004610-1",4,"RA-20260","DIR-8",6.848,2,0.2,2.14,1
"CU-2021-113362","OFF-ST-10001809-1",2,"AL-10960","DIR-1",449.15,5,0,8.98299999999999,3
"NI-2021-160766","TEC-MA-10003979-1",5,"AA-13015","DIR-4",2799.96,4,0,1371.9804,4
"NI-2021-160766","TEC-PH-10000526-1",6,"AA-13015","DIR-4",287.97,3,0,80.6316,5
"NI-2021-160766","TEC-PH-10001536-1",7,"AA-13015","DIR-4",16.99,1,0,4.4174,4
"HN-2021-149594","FUR-FU-10000222-1",1,"PL-18250","DIR-2",103.936,4,0.2,16.8896,3
"NI-2021-138100","FUR-FU-10002456-1",1,"TR-10315","DIR-2",14.56,2,0,6.2608,4
"NI-2021-138100","OFF-PA-10000349-1",2,"TR-10315","DIR-2",14.94,3,0,7.0218,5
"NI-2021-141152","OFF-BI-10002931-1",1,"IS-19345","DIR-2",33.552,1,0.2,12.582,5
"DO-2021-103940","FUR-FU-10004671-1",1,"AA-11515","DIR-1",35.34,2,0,13.4292,4
"CU-2021-131947","OFF-AR-10000411-1",1,"GA-15970","DIR-1",38.256,3,0.2,4.78199999999999,1
"CU-2021-131947","OFF-AR-10001473-1",2,"GA-15970","DIR-1",5.248,2,0.2,0.4592,3
"DO-2021-103940","OFF-BI-10002735-1",2,"AA-11515","DIR-1",137.24,5,0.2,46.3185,5
"HN-2021-158638","OFF-BI-10003712-1",1,"CD-10765","DIR-1",5.892,4,0.7,-4.1244,3
"BR-2021-112851","OFF-EN-10001453-1",1,"GC-18550","DIR-4",182.94,3,0,85.9818,1
"CU-2021-131947","OFF-PA-10000246-1",3,"GA-15970","DIR-1",40.24,5,0.2,13.078,3
"BR-2021-117170","OFF-PA-10000682-1",1,"PA-16465","DIR-5",4.624,1,0.2,1.6762,1
"CU-2021-131947","OFF-PA-10003039-1",4,"GA-15970","DIR-1",148.704,6,0.2,46.47,4
"DO-2021-103940","OFF-ST-10000943-1",3,"AA-11515","DIR-1",57.93,3,0,16.2204,4
"DO-2021-103940","OFF-ST-10004963-1",4,"AA-11515","DIR-1",30.28,2,0,1.2112,3
"BR-2021-117170","TEC-AC-10001109-1",2,"PA-16465","DIR-5",47.984,2,0.2,13.1956,1
"CU-2021-131947","TEC-AC-10004633-1",5,"GA-15970","DIR-1",55.92,10,0.2,16.776,3
"CU-2021-131947","TEC-MA-10004086-1",6,"GA-15970","DIR-1",29.925,5,0.7,-21.945,2
"NI-2021-168130","FUR-CH-10000988-1",1,"BS-11365","DIR-3",887.103,7,0.1,177.4206,4
"CO-2021-138177","FUR-TA-10004607-1",1,"IS-18460","DIR-5",73.915,1,0.5,-45.8273,3
"SV-2021-159849","OFF-FA-10000053-1",1,"SP-15640","DIR-3",5.67,3,0,0.1134,1
"MX-2021-156601","OFF-FA-10000624-1",1,"LS-14230","DIR-4",7.16,2,0,3.58,3
"DO-2021-132787","OFF-ST-10001321-1",1,"OH-18130","DIR-3",92.52,6,0,24.9804,1
"PA-2021-127299","OFF-ST-10003722-1",1,"MN-15835","DIR-4",67.344,6,0.2,7.57619999999999,5
"GT-2021-106992","TEC-MA-10000822-1",1,"SB-20290","DIR-2",3059.982,3,0.4,-509.997000000001,3
"PA-2021-127299","TEC-MA-10001127-1",2,"MN-15835","DIR-4",2624.985,3,0.5,-944.9946,4
"GT-2021-106992","TEC-MA-10003353-1",2,"SB-20290","DIR-2",2519.958,7,0.4,-251.9958,5
"MX-2021-166744","FUR-BO-10001337-1",1,"PB-13690","DIR-6",362.94,3,0,36.294,4
"NI-2021-125997","FUR-BO-10002213-1",1,"GG-18220","DIR-4",801.568,2,0.2,-10.0196000000001,2
"BR-2021-120411","FUR-BO-10004218-1",1,"BA-20185","DIR-6",493.43,5,0.3,-70.49,3
"NI-2021-125997","FUR-CH-10001394-1",2,"GG-18220","DIR-4",631.782,2,0.1,140.396,4
"MX-2021-166744","FUR-FU-10004952-1",2,"PB-13690","DIR-6",164.22,3,0,50.9082,1
"BR-2021-134614","FUR-TA-10004534-1",1,"HA-19165","DIR-4",617.7,6,0.5,-407.682,3
"MX-2021-133704","OFF-AP-10001366-1",1,"BL-17995","DIR-3",43.92,4,0,11.8584,1
"NI-2021-125997","OFF-AP-10003842-1",3,"GG-18220","DIR-4",30.98,1,0,8.0548,5
"MX-2021-151953","OFF-AR-10003469-1",1,"AA-13555","DIR-6",2.816,2,0.2,0.9856,3
"MX-2021-133704","OFF-BI-10001636-1",2,"BL-17995","DIR-3",20.232,3,0.2,6.5754,3
"SV-2021-156433","OFF-LA-10001569-1",1,"RR-14020","DIR-1",9.96,2,0,4.5816,5
"NI-2021-125997","OFF-LA-10002762-1",4,"GG-18220","DIR-4",75.18,6,0,35.3346,5
"SV-2021-156433","OFF-PA-10003724-1",2,"RR-14020","DIR-1",21.72,4,0,10.6428,1
"SV-2021-126480","OFF-PA-10004610-1",1,"CD-14965","DIR-4",8.56,2,0,3.852,2
"MX-2021-166744","TEC-AC-10003628-1",3,"PB-13690","DIR-6",59.98,2,0,26.3912,3
"BR-2021-120411","TEC-PH-10002185-1",2,"BA-20185","DIR-6",11.12,2,0.2,3.475,2
"NI-2021-125997","TEC-PH-10003072-1",5,"GG-18220","DIR-4",1349.91,9,0,661.4559,4
"NI-2021-125997","TEC-PH-10003484-1",6,"GG-18220","DIR-4",629.95,5,0,157.4875,4
"MX-2021-153738","OFF-BI-10001308-1",1,"AE-10270","DIR-4",37.68,6,0,16.96,3
"CO-2021-166310","FUR-FU-10001546-1",1,"EC-15940","DIR-4",8.544,2,0.6,-7.476,3
"GT-2021-125514","OFF-AP-10000358-1",1,"MO-11650","DIR-4",25.96,2,0,7.5284,2
"GT-2021-125514","OFF-AP-10003281-1",2,"MO-11650","DIR-4",36.27,3,0,10.881,4
"SV-2021-153969","OFF-AR-10001615-1",1,"LB-14995","DIR-2",59.52,3,0,15.4752,4
"NI-2021-124513","OFF-AR-10002956-1",1,"LF-20155","DIR-2",66.03,3,0,17.1678,4
"HN-2021-117478","OFF-BI-10000050-1",1,"CM-16750","DIR-1",6.57,3,0.7,-5.037,4
"SV-2021-153969","OFF-EN-10001539-1",2,"LB-14995","DIR-2",15.56,2,0,7.3132,2
"SV-2021-153969","OFF-EN-10004483-1",3,"LB-14995","DIR-2",78.35,5,0,36.8245,4
"HN-2021-168823","OFF-LA-10004425-1",1,"JC-17560","DIR-3",20.808,9,0.2,7.0227,4
"GT-2021-125514","OFF-PA-10000029-1",3,"MO-11650","DIR-4",6.48,1,0,3.1104,4
"SV-2021-153969","OFF-PA-10000327-1",4,"LB-14995","DIR-2",38.52,9,0,17.334,1
"SV-2021-153969","OFF-PA-10002246-1",5,"LB-14995","DIR-2",19.35,3,0,9.4815,2
"HN-2021-168823","OFF-PA-10004000-1",2,"JC-17560","DIR-3",11.352,3,0.2,4.1151,5
"EC-2021-135972","TEC-CO-10002313-1",1,"HT-15115","DIR-2",1799.97,3,0,701.9883,1
"SV-2021-153969","TEC-PH-10001299-1",6,"LB-14995","DIR-2",239.984,2,0.2,23.9984,2
"EC-2021-135972","TEC-PH-10003012-1",2,"HT-15115","DIR-2",246.384,2,0.2,27.7182,1
"NI-2021-156160","FUR-CH-10004983-1",1,"UV-10090","DIR-4",579.528,4,0.1,83.7096,4
"NI-2021-156160","FUR-FU-10001876-1",2,"UV-10090","DIR-4",97.44,3,0,35.0784,2
"NI-2021-156160","OFF-AR-10003876-1",3,"UV-10090","DIR-4",13.04,4,0,5.7376,3
"NI-2021-156160","OFF-BI-10003355-1",4,"UV-10090","DIR-4",3.984,1,0.2,1.3944,5
"AR-2021-127488","OFF-LA-10001613-1",1,"DJ-17365","DIR-5",4.608,2,0.2,1.6704,4
"DO-2021-158225","OFF-ST-10000675-1",1,"HM-20110","DIR-3",169.45,5,0,42.3625,2
"DO-2021-158225","OFF-ST-10002301-1",2,"HM-20110","DIR-3",40.68,2,0,0.406799999999997,5
"BR-2021-103191","OFF-ST-10002574-1",1,"CV-21805","DIR-5",331.536,3,0.2,-82.884,1
"SV-2021-134733","FUR-BO-10002916-1",1,"MO-11650","DIR-3",435.999,3,0.15,20.5176,2
"CO-2021-163650","OFF-AR-10002375-1",1,"FT-21220","DIR-7",9.84,3,0,2.8536,3
"PA-2021-116904","OFF-BI-10000301-1",1,"AA-20095","DIR-2",12.94,2,0,6.47,4
"PA-2021-116904","OFF-BI-10001120-1",2,"AA-20095","DIR-2",9449.95,5,0,4630.4755,5
"NI-2021-163559","OFF-BI-10002026-1",1,"AE-20530","DIR-3",139.44,3,0.2,47.061,2
"NI-2021-113964","OFF-BI-10004654-1",1,"EA-16135","DIR-4",18.464,4,0.2,6.924,3
"CU-2021-148369","OFF-BI-10004876-1",1,"FC-21115","DIR-1",11.12,4,0,5.4488,3
"CO-2021-163650","OFF-BI-10004965-1",2,"FT-21220","DIR-7",34.5,3,0,15.525,3
"MX-2021-147900","OFF-PA-10003063-1",1,"SP-15640","DIR-6",28.8,9,0.2,10.08,1
"PA-2021-116904","OFF-PA-10004888-1",3,"AA-20095","DIR-2",32.4,5,0,15.552,5
"PA-2021-116904","OFF-ST-10000736-1",4,"AA-20095","DIR-2",404.9,5,0,16.196,4
"SV-2021-134733","TEC-PH-10002726-1",2,"MO-11650","DIR-3",83.984,2,0.2,31.494,2
"SV-2021-123344","OFF-ST-10001713-1",1,"RM-16060","DIR-2",211.96,4,0,8.47839999999999,1
"MX-2021-160325","TEC-PH-10000984-1",1,"NM-11095","DIR-8",391.98,2,0,109.75,2
"MX-2021-160325","TEC-PH-10001944-1",2,"NM-11095","DIR-8",437.85,3,0,131.36,2
"GT-2021-112914","FUR-BO-10003272-1",1,"NM-18070","DIR-1",300.5328,2,0.32,-97.2312,5
"MX-2021-141355","OFF-AR-10003179-1",1,"CG-11005","DIR-2",14.576,2,0.2,2.3686,5
"GT-2021-112914","OFF-BI-10002982-1",2,"NM-18070","DIR-1",2.724,2,0.8,-4.3584,4
"GT-2021-112914","OFF-EN-10001509-1",3,"NM-18070","DIR-1",3.264,2,0.2,1.1016,5
"GT-2021-112914","OFF-PA-10003270-1",4,"NM-18070","DIR-1",33.792,8,0.2,10.56,3
"SV-2021-132451","FUR-CH-10000454-1",1,"BO-16285","DIR-1",585.552,3,0.2,73.194,2
"MX-2021-151925","FUR-CH-10002961-1",1,"PA-16465","DIR-3",145.568,2,0.2,0,2
"HN-2021-144974","FUR-FU-10001095-1",1,"CO-12715","DIR-3",21.184,1,0.2,4.7664,3
"HN-2021-144974","OFF-AP-10001492-1",2,"CO-12715","DIR-3",41.376,6,0.2,3.1032,3
"CU-2021-115133","OFF-AP-10001634-1",1,"FL-13450","DIR-1",16.704,6,0.2,1.2528,1
"HN-2021-164385","OFF-AP-10002191-1",1,"AA-18580","DIR-1",143.952,3,0.2,14.3952,1
"HN-2021-144974","OFF-BI-10003274-1",3,"CO-12715","DIR-3",5.97,5,0.7,-4.577,5
"BR-2021-152723","OFF-BI-10003460-1",1,"CD-14965","DIR-8",0.876,1,0.8,-1.4016,1
"CU-2021-115133","OFF-PA-10000174-1",2,"FL-13450","DIR-1",32.896,4,0.2,11.1024,3
"SV-2021-132451","OFF-PA-10004888-1",2,"BO-16285","DIR-1",19.44,3,0,9.3312,1
"DO-2021-127586","OFF-ST-10002615-1",1,"BC-12400","DIR-1",310.12,2,0,80.6312,1
"CU-2021-115133","TEC-AC-10002370-1",3,"FL-13450","DIR-1",3.152,2,0.2,0.4728,4
"BR-2021-115049","TEC-AC-10004859-1",1,"FF-17920","DIR-9",153.824,11,0.2,38.456,3
"SV-2021-133130","FUR-CH-10002602-1",1,"DA-21100","DIR-1",603.92,5,0.2,45.294,1
"BR-2021-120887","FUR-FU-10001588-1",1,"GC-21205","DIR-5",87.54,3,0,37.6422,2
"SV-2021-133130","OFF-PA-10000675-1",2,"DA-21100","DIR-1",81.98,2,0,40.1702,2
"BO-2021-114335","FUR-FU-10000277-1",1,"AH-21865","DIR-6",337.088,4,0.2,16.8544,2
"JM-2021-125136","OFF-PA-10001457-1",1,"EC-16495","DIR-1",96.256,8,0.2,31.2832,2
"JM-2021-125136","OFF-PA-10001804-1",2,"EC-16495","DIR-1",10.688,2,0.2,3.7408,3
"MX-2021-107153","OFF-ST-10001321-1",1,"AR-14545","DIR-1",46.26,3,0,12.4902,2
"MX-2021-107153","OFF-ST-10001321-1",2,"AR-14545","DIR-3",10.688,2,0.2,3.7408,3
"NI-2021-124856","FUR-FU-10000521-1",1,"MM-17005","DIR-2",117.36,4,0,36.3816,3
"DO-2021-126683","FUR-FU-10001706-1",1,"SM-18955","DIR-2",6.16,2,0,2.9568,3
"MX-2021-146969","FUR-FU-10004188-1",1,"IL-10915","DIR-5",204.6,2,0,53.196,3
