"id_del_cliente","id_dir_cliente","ciudad","estado_provincia","pais_region","region"
"DM-13060","DIR-3","Cuautitlán","México","México","Norte"
"DM-13060","DIR-4","Macapá","Amapá","Brasil","Sur"
"DM-13060","DIR-5","Pelotas","Río Grande del Sur","Brasil","Sur"
"DM-13060","DIR-6","Francisco Morato","Sao Paulo","Brasil","Sur"
"DM-13060","DIR-7","Sao Paulo","Sao Paulo","Brasil","Sur"
"DM-16840","DIR-1","Cienfuegos","Cienfuegos","Cuba","Caribe"
"DM-16840","DIR-2","Santo Domingo","Distrito Nacional","República Dominicana","Caribe"
"DM-16840","DIR-3","Cuscatancingo","San Salvador","El Salvador","Centro"
"DM-16840","DIR-4","Ciudad de México","Distrito Federal","México","Norte"
"DM-16840","DIR-5","Vespasiano","Minas Gerais","Brasil","Sur"
"DM-16840","DIR-6","Valinhos","Sao Paulo","Brasil","Sur"
"DP-13105","DIR-1","Santo Domingo","Distrito Nacional","República Dominicana","Caribe"
"DP-13105","DIR-2","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"DP-13105","DIR-3","Managua","Managua","Nicaragua","Centro"
"DP-13105","DIR-4","Ensenada","Baja California","México","Norte"
"DP-13105","DIR-5","Ciudad de México","Distrito Federal","México","Norte"
"DP-13105","DIR-6","La Rioja","La Rioja","Argentina","Sur"
"DP-13105","DIR-7","Quilmes","Provincia de Buenos Aires","Argentina","Sur"
"DP-13105","DIR-8","Guarulhos","Sao Paulo","Brasil","Sur"
"DP-16990","DIR-1","San Salvador","San Salvador","El Salvador","Centro"
"DP-16990","DIR-2","Heroica Zitácuaro","Michoacán","México","Norte"
"DP-16990","DIR-3","Toledo","Paraná","Brasil","Sur"
"DR-21325","DIR-1","Las Tunas","Las Tunas","Cuba","Caribe"
"DR-21325","DIR-2","Santo Domingo","Distrito Nacional","República Dominicana","Caribe"
"DR-21325","DIR-3","San Salvador","San Salvador","El Salvador","Centro"
"DR-21325","DIR-4","San Nicolás de los Arroyos","Provincia de Buenos Aires","Argentina","Sur"
"DR-21325","DIR-5","Salto","Sao Paulo","Brasil","Sur"
"DS-13120","DIR-1","Cienfuegos","Cienfuegos","Cuba","Caribe"
"DS-13120","DIR-2","San Salvador","San Salvador","El Salvador","Centro"
"DS-13120","DIR-3","Sonsonate","Sonsonate","El Salvador","Centro"
"DS-13120","DIR-4","Arraiján","Panamá","Panamá","Centro"
"DS-13120","DIR-5","Monterrey","Nuevo León","México","Norte"
"DS-13120","DIR-6","Jequié","Bahía","Brasil","Sur"
"DS-13120","DIR-7","Fortaleza","Ceará","Brasil","Sur"
"DS-15865","DIR-1","Ciudad de México","Distrito Federal","México","Norte"
"DS-15865","DIR-2","Rosario","Santa Fe","Argentina","Sur"
"DS-15865","DIR-3","Santa Cruz de la Sierra","Santa Cruz","Bolivia","Sur"
"DS-15865","DIR-4","Guanambi","Bahía","Brasil","Sur"
"DS-15865","DIR-5","Bayeux","Paraíba","Brasil","Sur"
"DS-15865","DIR-6","Santiago","Santiago","Chile","Sur"
"DS-15865","DIR-7","Medellín","Antioquia","Colombia","Sur"
"DS-16030","DIR-1","Delgado","San Salvador","El Salvador","Centro"
"DS-16030","DIR-2","San Salvador","San Salvador","El Salvador","Centro"
"DS-16030","DIR-3","Mixco","Guatemala","Guatemala","Centro"
"DS-16030","DIR-4","León","Guanajuato","México","Norte"
"DS-16030","DIR-5","Ibagué","Tolima","Colombia","Sur"
"DS-16030","DIR-6","Paysandú","Paysandú","Uruguay","Sur"
"DS-18595","DIR-1","Guantánamo","Guantánamo","Cuba","Caribe"
"DS-18595","DIR-2","Santo Domingo","Distrito Nacional","República Dominicana","Caribe"
"DS-18595","DIR-3","La Romana","La Romana","República Dominicana","Caribe"
"DS-18595","DIR-4","Petapa","Guatemala","Guatemala","Centro"
"DS-18595","DIR-5","Managua","Managua","Nicaragua","Centro"
"DS-18595","DIR-6","Bom Jesus da Lapa","Bahía","Brasil","Sur"
"DS-18595","DIR-7","Sao Paulo","Sao Paulo","Brasil","Sur"
"DS-18895","DIR-1","Artemisa","Artemisa","Cuba","Caribe"
"DS-18895","DIR-2","San Salvador","San Salvador","El Salvador","Centro"
"DS-18895","DIR-3","Escuintla","Escuintla","Guatemala","Centro"
"DS-18895","DIR-4","Managua","Managua","Nicaragua","Centro"
"DS-18895","DIR-5","Ciudad de México","Distrito Federal","México","Norte"
"DS-18895","DIR-6","Morelia","Michoacán","México","Norte"
"DS-18895","DIR-7","Barranquilla","Atlántico","Colombia","Sur"
"DS-18895","DIR-8","Montevideo","Montevideo","Uruguay","Sur"
"DT-10075","DIR-1","Contramaestre","Santiago de Cuba","Cuba","Caribe"
"DT-10075","DIR-10","Santa Marta","Magdalena","Colombia","Sur"
"DT-10075","DIR-2","Mejicanos","San Salvador","El Salvador","Centro"
"DT-10075","DIR-3","Managua","Managua","Nicaragua","Centro"
"DT-10075","DIR-4","David","Chiriquí","Panamá","Centro"
"DT-10075","DIR-5","Ciudad de México","Distrito Federal","México","Norte"
"DT-10075","DIR-6","León","Guanajuato","México","Norte"
"DT-10075","DIR-7","Metepec","México","México","Norte"
"DT-10075","DIR-8","Nicolás Romero","México","México","Norte"
"DT-10075","DIR-9","Toledo","Paraná","Brasil","Sur"
"DT-17110","DIR-1","Soyapango","San Salvador","El Salvador","Centro"
"DT-17110","DIR-2","Ciudad Juárez","Chihuahua","México","Norte"
"DT-17110","DIR-3","León","Guanajuato","México","Norte"
"DT-17110","DIR-4","Guaymas","Sonora","México","Norte"
"DT-17110","DIR-5","Anápolis","Goiás","Brasil","Sur"
"DT-17110","DIR-6","Bragança Paulista","Sao Paulo","Brasil","Sur"
"DT-17110","DIR-7","Pasto","Narino","Colombia","Sur"
"DT-17110","DIR-8","Maracaibo","Zulia","Venezuela","Sur"
"DT-18940","DIR-1","Guadalajara","Jalisco","México","Norte"
"DT-18940","DIR-2","Morelia","Michoacán","México","Norte"
"DT-18940","DIR-3","Araçatuba","Sao Paulo","Brasil","Sur"
"DT-19855","DIR-1","Santo Domingo","Distrito Nacional","República Dominicana","Caribe"
"DT-19855","DIR-2","Mixco","Guatemala","Guatemala","Centro"
"DT-19855","DIR-3","Villa Nueva","Guatemala","Guatemala","Centro"
"DT-19855","DIR-4","Ciudad de México","Distrito Federal","México","Norte"
"DT-19855","DIR-5","Cuernavaca","Morelos","México","Norte"
"DT-19855","DIR-6","Cancún","Quintana Roo","México","Norte"
"DT-19855","DIR-7","Mar del Plata","Provincia de Buenos Aires","Argentina","Sur"
"DT-19855","DIR-8","Lorena","Sao Paulo","Brasil","Sur"
"DV-14590","DIR-1","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"DV-14590","DIR-2","Piedras Negras","Coahuila","México","Norte"
"DV-14590","DIR-3","Buriticupu","Maranhao","Brasil","Sur"
"DV-14590","DIR-4","Santiago","Santiago","Chile","Sur"
"DV-20440","DIR-1","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"DV-20440","DIR-2","Managua","Managua","Nicaragua","Centro"
"DV-20440","DIR-3","Ciudad de México","Distrito Federal","México","Norte"
"DV-20440","DIR-4","Iguala de la Independencia","Guerrero","México","Norte"
"DV-20440","DIR-5","Catanduva","Sao Paulo","Brasil","Sur"
"DV-20440","DIR-6","San José de Guanipa","Anzoátegui","Venezuela","Sur"
"DV-21790","DIR-1","Santo Domingo","Distrito Nacional","República Dominicana","Caribe"
"DV-21790","DIR-2","San Salvador","San Salvador","El Salvador","Centro"
"DV-21790","DIR-3","Soyapango","San Salvador","El Salvador","Centro"
"DV-21790","DIR-4","Ciudad de México","Distrito Federal","México","Norte"
"DV-21790","DIR-5","Izúcar de Matamoros","Puebla","México","Norte"
"DV-21790","DIR-6","Puebla","Puebla","México","Norte"
"EA-12070","DIR-1","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"EA-12070","DIR-2","Buenos Aires","Ciudad Autónoma de Buenos Aires","Argentina","Sur"
"EA-12070","DIR-3","Sao Gonçalo","Río de Janeiro","Brasil","Sur"
"EA-12115","DIR-1","San Salvador","San Salvador","El Salvador","Centro"
"EA-12115","DIR-2","Managua","Managua","Nicaragua","Centro"
"EA-12115","DIR-3","Ciudad de México","Distrito Federal","México","Norte"
"EA-12535","DIR-1","Santiago de Cuba","Santiago de Cuba","Cuba","Caribe"
"EA-12535","DIR-2","San Salvador","San Salvador","El Salvador","Centro"
"EA-12535","DIR-3","Saltillo","Coahuila","México","Norte"
"EA-12535","DIR-4","Oruro","Oruro","Bolivia","Sur"
"EA-12535","DIR-5","Guarapari","Espíritu Santo","Brasil","Sur"
"EA-12535","DIR-6","Cuiabá","Mato Grosso","Brasil","Sur"
"EA-12535","DIR-7","Itapeva","Sao Paulo","Brasil","Sur"
"EA-12535","DIR-8","Gurupi","Tocantins","Brasil","Sur"
"EA-14035","DIR-1","Apopa","San Salvador","El Salvador","Centro"
"EA-14035","DIR-10","Recife","Pernambuco","Brasil","Sur"
"EA-14035","DIR-11","Sao Paulo","Sao Paulo","Brasil","Sur"
"EA-14035","DIR-12","Facatativá","Cundinamarca","Colombia","Sur"
"EA-14035","DIR-2","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"EA-14035","DIR-3","Managua","Managua","Nicaragua","Centro"
"EA-14035","DIR-4","San Miguelito","Panamá","Panamá","Centro"
"EA-14035","DIR-5","Ciudad de México","Distrito Federal","México","Norte"
"EA-14035","DIR-6","León","Guanajuato","México","Norte"
"EA-14035","DIR-7","San Luis Potosí","San Luis Potosí","México","Norte"
"EA-14035","DIR-8","Reynosa","Tamaulipas","México","Norte"
"EA-14035","DIR-9","Joao Pessoa","Paraíba","Brasil","Sur"
"EA-16135","DIR-1","Camagüey","Camagüey","Cuba","Caribe"
"EA-16135","DIR-2","Soyapango","San Salvador","El Salvador","Centro"
"EA-16135","DIR-3","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"EA-16135","DIR-4","Managua","Managua","Nicaragua","Centro"
"EA-16135","DIR-5","Ciudad de México","Distrito Federal","México","Norte"
"EA-16135","DIR-6","León","Guanajuato","México","Norte"
"EA-16135","DIR-7","Paulista","Pernambuco","Brasil","Sur"
"EA-16135","DIR-8","Quito","Pichincha","Ecuador","Sur"
"EA-18295","DIR-1","Santiago de Cuba","Santiago de Cuba","Cuba","Caribe"
"EA-18295","DIR-10","Chillán","Bío-Bío","Chile","Sur"
"EA-18295","DIR-11","Yopal","Casanare","Colombia","Sur"
"EA-18295","DIR-2","Mixco","Guatemala","Guatemala","Centro"
"EA-18295","DIR-3","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"EA-18295","DIR-4","Tijuana","Baja California","México","Norte"
"EA-18295","DIR-5","León","Guanajuato","México","Norte"
"EA-18295","DIR-6","Toluca","México","México","Norte"
"EA-18295","DIR-7","Abreu e Lima","Pernambuco","Brasil","Sur"
"EA-18295","DIR-8","Cotia","Sao Paulo","Brasil","Sur"
"EA-18295","DIR-9","Sao Paulo","Sao Paulo","Brasil","Sur"
"EA-19435","DIR-1","Soyapango","San Salvador","El Salvador","Centro"
"EA-19435","DIR-2","Mixco","Guatemala","Guatemala","Centro"
"EA-19435","DIR-3","Ciudad de México","Distrito Federal","México","Norte"
"EA-19435","DIR-4","León","Guanajuato","México","Norte"
"EA-19435","DIR-5","Morelia","Michoacán","México","Norte"
"EA-19435","DIR-6","Rolândia","Paraná","Brasil","Sur"
"EA-19435","DIR-7","Cajazeiras","Paraíba","Brasil","Sur"
"EA-19435","DIR-8","Sapucaia do Sul","Río Grande del Sur","Brasil","Sur"
"EB-15670","DIR-1","Uberaba","Minas Gerais","Brasil","Sur"
"EB-15670","DIR-2","Registro","Sao Paulo","Brasil","Sur"
"EB-20815","DIR-1","Holguín","Holguín","Cuba","Caribe"
"EB-20815","DIR-2","Portmore","Santa Caterina","Jamaica","Caribe"
"EB-20815","DIR-3","Mixco","Guatemala","Guatemala","Centro"
"EB-20815","DIR-4","Culiacán","Sinaloa","México","Norte"
"EC-12370","DIR-1","Spanish Town","Santa Caterina","Jamaica","Caribe"
"EC-12370","DIR-2","Mixco","Guatemala","Guatemala","Centro"
"EC-12370","DIR-3","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"EC-12370","DIR-4","Managua","Managua","Nicaragua","Centro"
"EC-12370","DIR-5","Ciudad de México","Distrito Federal","México","Norte"
"EC-12700","DIR-1","Consolación del Sur","Pinar del Río","Cuba","Caribe"
"EC-12700","DIR-2","Apopa","San Salvador","El Salvador","Centro"
"EC-12700","DIR-3","Managua","Managua","Nicaragua","Centro"
"EC-12700","DIR-4","Iguala de la Independencia","Guerrero","México","Norte"
"EC-12700","DIR-5","Uberaba","Minas Gerais","Brasil","Sur"
"EC-13045","DIR-1","Manzanillo","Granma","Cuba","Caribe"
"EC-13045","DIR-2","Soyapango","San Salvador","El Salvador","Centro"
"EC-13045","DIR-3","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"EC-13045","DIR-4","Ciudad de México","Distrito Federal","México","Norte"
"EC-13045","DIR-5","Puebla","Puebla","México","Norte"
"EC-15940","DIR-1","Guantánamo","Guantánamo","Cuba","Caribe"
"EC-15940","DIR-2","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"EC-15940","DIR-3","Mauá","Sao Paulo","Brasil","Sur"
"EC-15940","DIR-4","Pitalito","Huila","Colombia","Sur"
"EC-15940","DIR-5","Portoviejo","Manabi","Ecuador","Sur"
"EC-16495","DIR-1","Spanish Town","Santa Caterina","Jamaica","Caribe"
"EC-16495","DIR-2","La Romana","La Romana","República Dominicana","Caribe"
"EC-16495","DIR-3","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"EC-16495","DIR-4","Managua","Managua","Nicaragua","Centro"
"EC-16495","DIR-5","Mexicali","Baja California","México","Norte"
"EC-16495","DIR-6","Ciudad de México","Distrito Federal","México","Norte"
"EC-16495","DIR-7","Guadalajara","Jalisco","México","Norte"
"EC-16495","DIR-8","San Fernando del Valle de Catamarca","Catamarca","Argentina","Sur"
"EC-16495","DIR-9","Caracas","Distrito Capital","Venezuela","Sur"
"EC-16540","DIR-1","Santo Domingo","Distrito Nacional","República Dominicana","Caribe"
"EC-16540","DIR-2","Soyapango","San Salvador","El Salvador","Centro"
"EC-16540","DIR-3","Mixco","Guatemala","Guatemala","Centro"
"EC-16540","DIR-4","Querétaro","Querétaro","México","Norte"
"EC-17305","DIR-1","Las Tunas","Las Tunas","Cuba","Caribe"
"EC-17305","DIR-10","Ocana","Norte de Santander","Colombia","Sur"
"EC-17305","DIR-2","San Salvador","San Salvador","El Salvador","Centro"
"EC-17305","DIR-3","Managua","Managua","Nicaragua","Centro"
"EC-17305","DIR-4","León","Guanajuato","México","Norte"
"EC-17305","DIR-5","Córdoba","Córdoba","Argentina","Sur"
"EC-17305","DIR-6","Rosario","Santa Fe","Argentina","Sur"
"EC-17305","DIR-7","Dourados","Mato Grosso del Sur","Brasil","Sur"
"EC-17305","DIR-8","Campina Grande","Paraíba","Brasil","Sur"
"EC-17305","DIR-9","Teresópolis","Río de Janeiro","Brasil","Sur"
"EC-19750","DIR-1","Managua","Managua","Nicaragua","Centro"
"EC-21505","DIR-1","San Pedro de Macorís","San Pedro de Macorís","República Dominicana","Caribe"
"EC-21505","DIR-2","San Salvador","San Salvador","El Salvador","Centro"
"EC-21505","DIR-3","Ciudad Valles","San Luis Potosí","México","Norte"
"EC-21505","DIR-4","Macapá","Amapá","Brasil","Sur"
"EC-21505","DIR-5","Araucária","Paraná","Brasil","Sur"
"EC-21505","DIR-6","Dos Quebradas","Risaralda","Colombia","Sur"
"EC-21820","DIR-1","Cojutepeque","Cuscatlán","El Salvador","Centro"
"EC-21820","DIR-2","Ciudad de México","Distrito Federal","México","Norte"
"EC-21820","DIR-3","Reynosa","Tamaulipas","México","Norte"
"EC-21820","DIR-4","Sao Gonçalo","Río de Janeiro","Brasil","Sur"
"ED-13570","DIR-1","Manzanillo","Granma","Cuba","Caribe"
"ED-13570","DIR-2","Antiguo Cuscatlán","La Libertad","El Salvador","Centro"
"ED-13570","DIR-3","Mixco","Guatemala","Guatemala","Centro"
"ED-13570","DIR-4","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"ED-13570","DIR-5","Ciudad de México","Distrito Federal","México","Norte"
"ED-13570","DIR-6","Sao Paulo","Sao Paulo","Brasil","Sur"
"ED-16000","DIR-1","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"ED-16000","DIR-2","Ciudad de México","Distrito Federal","México","Norte"
"ED-16000","DIR-3","Mérida","Yucatán","México","Norte"
"ED-16000","DIR-4","Grajaú","Maranhao","Brasil","Sur"
"ED-16000","DIR-5","Campina Grande","Paraíba","Brasil","Sur"
"ED-16000","DIR-6","Valledupar","Cesar","Colombia","Sur"
"ED-16000","DIR-7","Huancayo","Junín","Perú","Sur"
"EG-14170","DIR-1","Santo Domingo","Distrito Nacional","República Dominicana","Caribe"
"EG-14170","DIR-2","Mixco","Guatemala","Guatemala","Centro"
"EG-14170","DIR-3","San Miguelito","Panamá","Panamá","Centro"
"EG-14170","DIR-4","Tlaquepaque","Jalisco","México","Norte"
"EG-14170","DIR-5","Bagé","Río Grande del Sur","Brasil","Sur"
"EG-14170","DIR-6","Barra Mansa","Río de Janeiro","Brasil","Sur"
"EG-16315","DIR-1","Santiago de Cuba","Santiago de Cuba","Cuba","Caribe"
"EG-16315","DIR-2","San Pedro de Macorís","San Pedro de Macorís","República Dominicana","Caribe"
"EG-16315","DIR-3","Ciudad de Panamá","Panamá","Panamá","Centro"
"EG-16315","DIR-4","Ciudad de México","Distrito Federal","México","Norte"
"EG-16315","DIR-5","Culiacán","Sinaloa","México","Norte"
"EG-16315","DIR-6","Rosario","Santa Fe","Argentina","Sur"
"EG-16315","DIR-7","Cochabamba","Cochabamba","Bolivia","Sur"
"EG-16315","DIR-8","Arapongas","Paraná","Brasil","Sur"
"EG-16315","DIR-9","Umuarama","Paraná","Brasil","Sur"
"EG-17020","DIR-1","San Salvador","San Salvador","El Salvador","Centro"
"EG-17020","DIR-2","Ciudad Choluteca","Choluteca","Honduras","Centro"
"EG-17020","DIR-3","León","Guanajuato","México","Norte"
"EG-17020","DIR-4","Eunápolis","Bahía","Brasil","Sur"
"EH-13945","DIR-1","Manzanillo","Granma","Cuba","Caribe"
"EH-13945","DIR-2","Mixco","Guatemala","Guatemala","Centro"
"EH-13945","DIR-3","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"EH-13945","DIR-4","Ciudad de México","Distrito Federal","México","Norte"
"EH-13945","DIR-5","Divinópolis","Minas Gerais","Brasil","Sur"
"EH-13945","DIR-6","Pelotas","Río Grande del Sur","Brasil","Sur"
"EH-13945","DIR-7","Sapucaia do Sul","Río Grande del Sur","Brasil","Sur"
"EH-15685","DIR-1","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"EH-15685","DIR-2","Managua","Managua","Nicaragua","Centro"
"EH-15685","DIR-3","Ciudad de México","Distrito Federal","México","Norte"
"EH-15685","DIR-4","Ituiutaba","Minas Gerais","Brasil","Sur"
"EL-13420","DIR-1","San Salvador","San Salvador","El Salvador","Centro"
"EL-13420","DIR-2","Tijuana","Baja California","México","Norte"
"EL-13420","DIR-3","Cruzeiro","Sao Paulo","Brasil","Sur"
"EL-19570","DIR-1","Bayamo","Granma","Cuba","Caribe"
"EL-19570","DIR-2","Santo Domingo","Distrito Nacional","República Dominicana","Caribe"
"EL-19570","DIR-3","Sao Paulo","Sao Paulo","Brasil","Sur"
"EL-19570","DIR-4","Aracaju","Sergipe","Brasil","Sur"
"EL-19570","DIR-5","Maracaibo","Zulia","Venezuela","Sur"
"EM-10225","DIR-1","San Salvador","San Salvador","El Salvador","Centro"
"EM-10225","DIR-2","Managua","Managua","Nicaragua","Centro"
"EM-10225","DIR-3","Pinheiro","Maranhao","Brasil","Sur"
"EM-10225","DIR-4","Francisco Beltrao","Paraná","Brasil","Sur"
"EM-10225","DIR-5","Araguaína","Tocantins","Brasil","Sur"
"EM-10540","DIR-1","San Salvador","San Salvador","El Salvador","Centro"
"EM-10540","DIR-2","Managua","Managua","Nicaragua","Centro"
"EM-10540","DIR-3","Ciudad de México","Distrito Federal","México","Norte"
"EM-10540","DIR-4","Guadalajara","Jalisco","México","Norte"
"EM-10540","DIR-5","Tampico","Tamaulipas","México","Norte"
"EM-10540","DIR-6","Praia Grande","Sao Paulo","Brasil","Sur"
"EM-14470","DIR-1","Artemisa","Artemisa","Cuba","Caribe"
"EM-14470","DIR-2","San Salvador","San Salvador","El Salvador","Centro"
"EM-14470","DIR-3","Mérida","Yucatán","México","Norte"
"EM-14470","DIR-4","Araçatuba","Sao Paulo","Brasil","Sur"
"EM-14470","DIR-5","Santos","Sao Paulo","Brasil","Sur"
"EM-14470","DIR-6","Santiago","Santiago","Chile","Sur"
"EM-14470","DIR-7","Envigado","Antioquia","Colombia","Sur"
"EM-14470","DIR-8","Barranquilla","Atlántico","Colombia","Sur"
"EM-17380","DIR-1","Manzanillo","Granma","Cuba","Caribe"
"EM-17380","DIR-2","Managua","Managua","Nicaragua","Centro"
"EM-17380","DIR-3","Ciudad Juárez","Chihuahua","México","Norte"
"EM-17380","DIR-4","Ciudad de México","Distrito Federal","México","Norte"
"EM-17380","DIR-5","Penedo","Alagoas","Brasil","Sur"
"EM-17380","DIR-6","Sao Paulo","Sao Paulo","Brasil","Sur"
"EM-17380","DIR-7","Dos Quebradas","Risaralda","Colombia","Sur"
"EM-20020","DIR-1","Mixco","Guatemala","Guatemala","Centro"
"EM-20020","DIR-2","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"EM-20020","DIR-3","Manaus","Amazonas","Brasil","Sur"
"EM-20020","DIR-4","Limeira","Sao Paulo","Brasil","Sur"
"EM-20920","DIR-1","San Salvador","San Salvador","El Salvador","Centro"
"EM-20920","DIR-2","Ciudad de México","Distrito Federal","México","Norte"
"EM-20920","DIR-3","León","Guanajuato","México","Norte"
"EM-20920","DIR-4","Montes Claros","Minas Gerais","Brasil","Sur"
"EM-20920","DIR-5","Sao Paulo","Sao Paulo","Brasil","Sur"
"EM-20920","DIR-6","Chiclayo","Lambayeque","Perú","Sur"
"EM-21415","DIR-1","Santo Domingo","Distrito Nacional","República Dominicana","Caribe"
"EM-21415","DIR-2","Mixco","Guatemala","Guatemala","Centro"
"EM-21415","DIR-3","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"EM-21415","DIR-4","Monterrey","Nuevo León","México","Norte"
"EM-21415","DIR-5","Umuarama","Paraná","Brasil","Sur"
"EN-14155","DIR-1","Santo Domingo","Distrito Nacional","República Dominicana","Caribe"
"EN-14155","DIR-2","Soyapango","San Salvador","El Salvador","Centro"
"EN-14155","DIR-3","Saltillo","Coahuila","México","Norte"
"EN-14155","DIR-4","Teziutlán","Puebla","México","Norte"
"EN-14155","DIR-5","Santa Helena","Maranhao","Brasil","Sur"
"EN-18010","DIR-1","Santo Domingo","Distrito Nacional","República Dominicana","Caribe"
"EN-18010","DIR-2","San Salvador","San Salvador","El Salvador","Centro"
"EN-18010","DIR-3","Miramar","Tamaulipas","México","Norte"
"EN-18010","DIR-4","Fortaleza","Ceará","Brasil","Sur"
"EO-19870","DIR-1","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"EO-19870","DIR-2","San Fernando del Valle de Catamarca","Catamarca","Argentina","Sur"
"EO-21520","DIR-1","Moa","Holguín","Cuba","Caribe"
"EO-21520","DIR-2","Santa Cruz de Barahona","Barahona","República Dominicana","Caribe"
"EO-21520","DIR-3","Tegucigalpa","Francisco Morazán","Honduras","Centro"
"EO-21520","DIR-4","Managua","Managua","Nicaragua","Centro"
"EO-21520","DIR-5","Ciudad de México","Distrito Federal","México","Norte"
"EO-21520","DIR-6","Guadalajara","Jalisco","México","Norte"
"EO-21520","DIR-7","Ciudad Valles","San Luis Potosí","México","Norte"
"EO-21520","DIR-8","Maceió","Alagoas","Brasil","Sur"
"EO-21520","DIR-9","Uberlândia","Minas Gerais","Brasil","Sur"
"EP-12055","DIR-1","San Pedro de Macorís","San Pedro de Macorís","República Dominicana","Caribe"
"EP-12055","DIR-2","Mixco","Guatemala","Guatemala","Centro"
"EP-12055","DIR-3","Managua","Managua","Nicaragua","Centro"
"EP-12055","DIR-4","Ciudad de México","Distrito Federal","México","Norte"
"EP-15230","DIR-1","Sao Leopoldo","Río Grande del Sur","Brasil","Sur"
"EP-16780","DIR-1","Manzanillo","Granma","Cuba","Caribe"
"EP-16780","DIR-10","Curitiba","Paraná","Brasil","Sur"
"EP-16780","DIR-11","Franco da Rocha","Sao Paulo","Brasil","Sur"
"EP-16780","DIR-2","Mixco","Guatemala","Guatemala","Centro"
"EP-16780","DIR-3","Ciudad de México","Distrito Federal","México","Norte"
"EP-16780","DIR-4","Tlaquepaque","Jalisco","México","Norte"
"EP-16780","DIR-5","Huixquilucan","México","México","Norte"
"EP-16780","DIR-6","Toluca","México","México","Norte"
"EP-16780","DIR-7","Buenos Aires","Ciudad Autónoma de Buenos Aires","Argentina","Sur"
"EP-16780","DIR-8","Brumado","Bahía","Brasil","Sur"
"EP-16780","DIR-9","Valparaíso de Goiás","Goiás","Brasil","Sur"
"ER-10795","DIR-1","Santo Domingo","Distrito Nacional","República Dominicana","Caribe"
"ER-10795","DIR-2","San Salvador","San Salvador","El Salvador","Centro"
"ER-10795","DIR-3","Managua","Managua","Nicaragua","Centro"
"ER-10795","DIR-4","Morelia","Michoacán","México","Norte"
"ER-10795","DIR-5","Puebla","Puebla","México","Norte"
"ER-10795","DIR-6","San Juan","San Juan","Argentina","Sur"
"ER-10795","DIR-7","Ananindeua","Pará","Brasil","Sur"
"ER-13840","DIR-1","Santo Domingo","Distrito Nacional","República Dominicana","Caribe"
"ER-13840","DIR-2","Managua","Managua","Nicaragua","Centro"
"ER-13840","DIR-3","Sao Paulo","Sao Paulo","Brasil","Sur"
"ER-13840","DIR-4","Montevideo","Montevideo","Uruguay","Sur"
"ER-15235","DIR-1","Santiago de Cuba","Santiago de Cuba","Cuba","Caribe"
"ER-15235","DIR-2","Managua","Managua","Nicaragua","Centro"
"ER-15235","DIR-3","Ciudad de México","Distrito Federal","México","Norte"
"ER-15235","DIR-4","Barueri","Sao Paulo","Brasil","Sur"
"ER-15235","DIR-5","Sao Paulo","Sao Paulo","Brasil","Sur"
"ER-16525","DIR-1","Santo Domingo","Distrito Nacional","República Dominicana","Caribe"
"ER-16525","DIR-2","Soyapango","San Salvador","El Salvador","Centro"
"ER-16525","DIR-3","Villa Canales","Guatemala","Guatemala","Centro"
"ER-16525","DIR-4","Managua","Managua","Nicaragua","Centro"
"ER-16525","DIR-5","Ocotlán","Jalisco","México","Norte"
"ER-16525","DIR-6","Montenegro","Quindío","Colombia","Sur"
"ES-10300","DIR-1","San Salvador","San Salvador","El Salvador","Centro"
"ES-10300","DIR-2","Saltillo","Coahuila","México","Norte"
"ES-10300","DIR-3","Ciudad de México","Distrito Federal","México","Norte"
"ES-10300","DIR-4","Santa Cruz de la Sierra","Santa Cruz","Bolivia","Sur"
"ES-15130","DIR-1","Guantánamo","Guantánamo","Cuba","Caribe"
"ES-15130","DIR-2","Mixco","Guatemala","Guatemala","Centro"
"ES-15130","DIR-3","Ciudad del Carmen","Campeche","México","Norte"
"ES-15130","DIR-4","Tehuacán","Puebla","México","Norte"
"ES-15130","DIR-5","Bagé","Río Grande del Sur","Brasil","Sur"
"ES-15130","DIR-6","Joinville","Santa Catarina","Brasil","Sur"
"ES-16885","DIR-1","Bridgetown","San Miguel","Barbados","Caribe"
"ES-16885","DIR-10","Caraguatatuba","Sao Paulo","Brasil","Sur"
"ES-16885","DIR-11","Limeira","Sao Paulo","Brasil","Sur"
